mets	metsNoComp	metBiGGID	metKEGGID	metHMDBID	metChEBIID	metPubChemID	metLipidMapsID	metEHMNID	metHepatoNET1ID	metRecon3DID	metMetaNetXID	metHMR2ID
"m02328l"	"m02328"	"galgluside_hs"	"C01290"	"HMDB00173"	"CHEBI:17950"	""	"LMSP0501AB00"	""	"HC02162"	"C01290"	"MNXM269"	"m02328l"
"m02328r"	"m02328"	"galgluside_hs"	"C01290"	"HMDB00173"	"CHEBI:17950"	""	"LMSP0501AB00"	""	"HC02162"	"C01290"	"MNXM269"	"m02328r"
"m02328s"	"m02328"	"galgluside_hs"	"C01290"	"HMDB00173"	"CHEBI:17950"	""	"LMSP0501AB00"	""	"HC02162"	"C01290"	"MNXM269"	"m02328s"
"m02329c"	"m02329"	"lald__L"	"C05999"	""	"CHEBI:18419"	"439231"	""	""	""	"lald_L"	"MNXM2387"	"m02329c"
"m02329m"	"m02329"	"lald__L"	"C05999"	""	"CHEBI:18419"	"439231"	""	""	""	"lald_L"	"MNXM2387"	"m02329m"
"m02330g"	"m02330"	"gal14acglcgalgluside_hs"	""	""	""	""	""	""	""	"gal14acglcgalgluside_hs"	"MNXM6313"	"m02330g"
"m02331c"	"m02331"	"fucgal14acglcgalgluside_hs"	""	""	""	""	""	""	""	"fucgal14acglcgalgluside_hs"	"MNXM8833"	"m02331c"
"m02331g"	"m02331"	"fucgal14acglcgalgluside_hs"	""	""	""	""	""	""	""	"fucgal14acglcgalgluside_hs"	"MNXM8833"	"m02331g"
"m02331s"	"m02331"	"fucgal14acglcgalgluside_hs"	""	""	""	""	""	""	""	"fucgal14acglcgalgluside_hs"	"MNXM8833"	"m02331s"
"m02332c"	"m02332"	"lcts"	"C00243"	"HMDB00186"	"CHEBI:36219"	"84571"	""	""	"HC00220"	"lcts"	"MNXM362"	"m02332c"
"m02332g"	"m02332"	"lcts"	"C00243"	"HMDB00186"	"CHEBI:36219"	"84571"	""	""	"HC00220"	"lcts"	"MNXM362"	"m02332g"
"m02332l"	"m02332"	"lcts"	"C00243"	"HMDB00186"	"CHEBI:36219"	"84571"	""	""	"HC00220"	"lcts"	"MNXM362"	"m02332l"
"m02332s"	"m02332"	"lcts"	"C00243"	"HMDB00186"	"CHEBI:36219"	"84571"	""	""	"HC00220"	"lcts"	"MNXM362"	"m02332s"
"m02333s"	"m02333"	""	"C05396"	""	""	""	""	""	"HC01441"	"HC01441"	"MNXM163840"	"m02333s"
"m02334c"	"m02334"	""	"C03405"	""	""	""	""	""	""	"C03405"	"MNXM59674"	"m02334c"
"m02335c"	"m02335"	""	"C00886"	""	"CHEBI:17732"	""	""	""	""	"M02335"	"MNXM90418"	"m02335c"
"m02336c"	"m02336"	"lanost"	"C01724"	"HMDB01251"	"CHEBI:16521"	"246983"	"LMST01010017"	""	"HC00833"	"lanost"	"MNXM482"	"m02336c"
"m02337c"	"m02337"	"arab__L"	"C00259"	"HMDB00646"	"CHEBI:17535"	"439195"	""	""	""	"arab_L"	"MNXM91126"	"m02337c"
"m02337s"	"m02337"	"arab__L"	"C00259"	"HMDB00646"	"CHEBI:17535"	"439195"	""	""	""	"arab_L"	"MNXM91126"	"m02337s"
"m02338c"	"m02338"	"abt"	"C00532"	"HMDB01851"	"CHEBI:18403"	"439255"	""	""	""	"abt"	"MNXM801"	"m02338c"
"m02338s"	"m02338"	"abt"	"C00532"	"HMDB01851"	"CHEBI:18403"	"439255"	""	""	""	"abt"	"MNXM801"	"m02338s"
"m02339c"	"m02339"	""	"C16739"	""	""	""	""	""	""	"M02339"	"MNXM73312"	"m02339c"
"m02340c"	"m02340"	""	"C02163"	""	"CHEBI:18366"	""	""	""	""	"M02340"	"MNXM89870"	"m02340c"
"m02341c"	"m02341"	""	"C03402"	""	"CHEBI:29265"	""	""	""	""	"M02341"	"MNXM89761"	"m02341c"
"m02342c"	"m02342"	""	"C02984"	""	"CHEBI:29158"	""	""	""	""	"M02342"	"MNXM90839"	"m02342c"
"m02343c"	"m02343"	"lthstrl"	"C01189"	"HMDB01170"	"CHEBI:17168"	"65728"	"LMST01010089"	""	"HC00706"	"lthstrl"	"MNXM162760;MNXM810"	"m02343c"
"m02344c"	"m02344"	"ddca"	"C02679"	"HMDB00638"	"CHEBI:30805"	"3893"	"LMFA01010012"	""	"HC02176"	"ddca"	"MNXM162258;MNXM402"	"m02344c"
"m02344l"	"m02344"	"ddca"	"C02679"	"HMDB00638"	"CHEBI:30805"	"3893"	"LMFA01010012"	""	"HC02176"	"ddca"	"MNXM162258;MNXM402"	"m02344l"
"m02344r"	"m02344"	"ddca"	"C02679"	"HMDB00638"	"CHEBI:30805"	"3893"	"LMFA01010012"	""	"HC02176"	"ddca"	"MNXM162258;MNXM402"	"m02344r"
"m02344s"	"m02344"	"ddca"	"C02679"	"HMDB00638"	"CHEBI:30805"	"3893"	"LMFA01010012"	""	"HC02176"	"ddca"	"MNXM162258;MNXM402"	"m02344s"
"m02345c"	"m02345"	"ddcacoa"	"C01832"	"HMDB03571"	"CHEBI:15521"	"165436"	"LMFA07050005"	""	"HC00850"	"ddcacoa"	"MNXM363"	"m02345c"
"m02345m"	"m02345"	"ddcacoa"	"C01832"	"HMDB03571"	"CHEBI:15521"	"165436"	"LMFA07050005"	""	"HC00850"	"ddcacoa"	"MNXM363"	"m02345m"
"m02345p"	"m02345"	"ddcacoa"	"C01832"	"HMDB03571"	"CHEBI:15521"	"165436"	"LMFA07050005"	""	"HC00850"	"ddcacoa"	"MNXM363"	"m02345p"
"m02345r"	"m02345"	"ddcacoa"	"C01832"	"HMDB03571"	"CHEBI:15521"	"165436"	"LMFA07050005"	""	"HC00850"	"ddcacoa"	"MNXM363"	"m02345r"
"m02346c"	"m02346"	"acglcgalgluside_hs"	"C04845"	""	"CHEBI:17103"	""	""	""	""	"acglcgalgluside_hs"	"MNXM91342"	"m02346c"
"m02346g"	"m02346"	"acglcgalgluside_hs"	"C04845"	""	"CHEBI:17103"	""	""	""	""	"acglcgalgluside_hs"	"MNXM91342"	"m02346g"
"m02347c"	"m02347"	"galacglcgalgluside_hs"	"C04910"	""	"CHEBI:17292"	""	""	""	""	"galacglcgalgluside_hs"	"MNXM91226"	"m02347c"
"m02347g"	"m02347"	"galacglcgalgluside_hs"	"C04910"	""	"CHEBI:17292"	""	""	""	""	"galacglcgalgluside_hs"	"MNXM91226"	"m02347g"
"m02348c"	"m02348"	"crn"	"C15025"	"HMDB00062"	"CHEBI:11060"	"2724480"	""	""	"HC00270"	"crn"	"MNXM173"	"m02348c"
"m02348m"	"m02348"	"crn"	"C15025"	"HMDB00062"	"CHEBI:11060"	"2724480"	""	""	"HC00270"	"crn"	"MNXM173"	"m02348m"
"m02348p"	"m02348"	"crn"	"C15025"	"HMDB00062"	"CHEBI:11060"	"2724480"	""	""	"HC00270"	"crn"	"MNXM173"	"m02348p"
"m02348r"	"m02348"	"crn"	"C15025"	"HMDB00062"	"CHEBI:11060"	"2724480"	""	""	"HC00270"	"crn"	"MNXM173"	"m02348r"
"m02348s"	"m02348"	"crn"	"C15025"	"HMDB00062"	"CHEBI:11060"	"2724480"	""	""	"HC00270"	"crn"	"MNXM173"	"m02348s"
"m02349c"	"m02349"	"cyst__L"	"C02291"	"HMDB00099"	"CHEBI:17482"	"439258"	""	""	"HC00916"	"cyst_L"	"MNXM319;MNXM7231"	"m02349c"
"m02349m"	"m02349"	"cyst__L"	"C02291"	"HMDB00099"	"CHEBI:17482"	"439258"	""	""	"HC00916"	"cyst_L"	"MNXM319;MNXM7231"	"m02349m"
"m02350c"	"m02350"	"Lcyst"	"C00506"	"HMDB02757"	"CHEBI:21260"	"25701"	""	""	""	"Lcyst"	"MNXM713"	"m02350c"
"m02350m"	"m02350"	"Lcyst"	"C00506"	"HMDB02757"	"CHEBI:21260"	"25701"	""	""	""	"Lcyst"	"MNXM713"	"m02350m"
"m02351c"	"m02351"	""	"C03125"	""	"CHEBI:29152"	""	""	""	""	"M02351"	"MNXM155005"	"m02351c"
"m02352l"	"m02352"	""	""	""	""	""	""	""	""	"M02352"	""	"m02352l"
"m02352s"	"m02352"	""	""	""	""	""	""	""	""	"M02352"	""	"m02352s"
"m02353r"	"m02353"	""	""	""	""	""	""	""	"HC01971"	"M02353"	"MNXM60389"	"m02353r"
"m02353s"	"m02353"	""	""	""	""	""	""	""	"HC01971"	"M02353"	"MNXM60389"	"m02353s"
"m02354c"	"m02354"	"34dhphe"	"C00355"	"HMDB00181"	"CHEBI:15765"	"6047"	""	""	""	"34dhphe"	"MNXM162631;MNXM279"	"m02354c"
"m02354s"	"m02354"	"34dhphe"	"C00355"	"HMDB00181"	"CHEBI:15765"	"6047"	""	""	""	"34dhphe"	"MNXM162631;MNXM279"	"m02354s"
"m02355c"	"m02355"	"L_dpchrm"	"C01693"	"HMDB01430"	"CHEBI:15772"	"439549"	""	""	""	"L_dpchrm"	"MNXM1564;MNXM162849"	"m02355c"
"m02356c"	"m02356"	"dopaqn"	"C00822"	"HMDB01229"	"CHEBI:16852"	"439316"	""	""	""	"dopaqn"	"MNXM1481;MNXM163364"	"m02356c"
"m02357c"	"m02357"	""	"C08241"	""	""	""	""	""	"HC01787"	"HC01787"	"MNXM95193"	"m02357c"
"m02357s"	"m02357"	""	"C08241"	""	""	""	""	""	"HC01787"	"HC01787"	"MNXM95193"	"m02357s"
"m02358m"	"m02358"	"e4hglu"	"C05947"	""	""	"440854"	""	""	"HC01663"	"e4hglu"	"MNXM923"	"m02358m"
"m02359c"	"m02359"	"eryth"	"C02045"	"HMDB06293"	"CHEBI:27913"	"5460032"	""	""	""	"eryth"	"MNXM167696"	"m02359c"
"m02360c"	"m02360"	"leu__L"	"C00123"	"HMDB00687"	"CHEBI:15603"	"6106"	""	""	"HC00121"	"leu_L"	"MNXM140"	"m02360c"
"m02360l"	"m02360"	"leu__L"	"C00123"	"HMDB00687"	"CHEBI:15603"	"6106"	""	""	"HC00121"	"leu_L"	"MNXM140"	"m02360l"
"m02360m"	"m02360"	"leu__L"	"C00123"	"HMDB00687"	"CHEBI:15603"	"6106"	""	""	"HC00121"	"leu_L"	"MNXM140"	"m02360m"
"m02360s"	"m02360"	"leu__L"	"C00123"	"HMDB00687"	"CHEBI:15603"	"6106"	""	""	"HC00121"	"leu_L"	"MNXM140"	"m02360s"
"m02361c"	"m02361"	""	""	""	""	"147311"	""	"CE5665"	""	"CE5665"	"MNXM9818"	"m02361c"
"m02362c"	"m02362"	"leuktrA4"	"C00909"	"HMDB01337"	"CHEBI:15651"	"5280383"	"LMFA03020023"	""	"HC02181"	"leuktrA4"	"MNXM462"	"m02362c"
"m02362n"	"m02362"	"leuktrA4"	"C00909"	"HMDB01337"	"CHEBI:15651"	"5280383"	"LMFA03020023"	""	"HC02181"	"leuktrA4"	"MNXM462"	"m02362n"
"m02362r"	"m02362"	"leuktrA4"	"C00909"	"HMDB01337"	"CHEBI:15651"	"5280383"	"LMFA03020023"	""	"HC02181"	"leuktrA4"	"MNXM462"	"m02362r"
"m02362s"	"m02362"	"leuktrA4"	"C00909"	"HMDB01337"	"CHEBI:15651"	"5280383"	"LMFA03020023"	""	"HC02181"	"leuktrA4"	"MNXM462"	"m02362s"
"m02363c"	"m02363"	""	""	""	""	""	""	"CE7079"	""	"CE7079"	"MNXM163421"	"m02363c"
"m02364c"	"m02364"	"leuktrB4"	"C02165"	"HMDB01085"	"CHEBI:15647"	"5280492"	"LMFA03020001"	""	"HC02182"	"leuktrB4"	"MNXM162284;MNXM637"	"m02364c"
"m02364m"	"m02364"	"leuktrB4"	"C02165"	"HMDB01085"	"CHEBI:15647"	"5280492"	"LMFA03020001"	""	"HC02182"	"leuktrB4"	"MNXM162284;MNXM637"	"m02364m"
"m02364p"	"m02364"	"leuktrB4"	"C02165"	"HMDB01085"	"CHEBI:15647"	"5280492"	"LMFA03020001"	""	"HC02182"	"leuktrB4"	"MNXM162284;MNXM637"	"m02364p"
"m02364r"	"m02364"	"leuktrB4"	"C02165"	"HMDB01085"	"CHEBI:15647"	"5280492"	"LMFA03020001"	""	"HC02182"	"leuktrB4"	"MNXM162284;MNXM637"	"m02364r"
"m02364s"	"m02364"	"leuktrB4"	"C02165"	"HMDB01085"	"CHEBI:15647"	"5280492"	"LMFA03020001"	""	"HC02182"	"leuktrB4"	"MNXM162284;MNXM637"	"m02364s"
"m02365c"	"m02365"	""	""	""	""	"5283125"	"LMFA03070018"	"CE7083"	""	"CE7083"	"MNXM59982"	"m02365c"
"m02365r"	"m02365"	""	""	""	""	"5283125"	"LMFA03070018"	"CE7083"	""	"CE7083"	"MNXM59982"	"m02365r"
"m02366c"	"m02366"	"leuktrC4"	"C02166"	"HMDB01198"	"CHEBI:16978"	"5280493"	"LMFA03020003"	""	"HC00898"	"leuktrC4"	"MNXM589"	"m02366c"
"m02366r"	"m02366"	"leuktrC4"	"C02166"	"HMDB01198"	"CHEBI:16978"	"5280493"	"LMFA03020003"	""	"HC00898"	"leuktrC4"	"MNXM589"	"m02366r"
"m02366s"	"m02366"	"leuktrC4"	"C02166"	"HMDB01198"	"CHEBI:16978"	"5280493"	"LMFA03020003"	""	"HC00898"	"leuktrC4"	"MNXM589"	"m02366s"
"m02367c"	"m02367"	""	""	""	""	"53481570"	""	"CE7086"	""	"CE7086"	"MNXM59983"	"m02367c"
"m02368c"	"m02368"	""	""	""	""	"53481571"	""	"CE7087"	""	"CE7087"	"MNXM59985"	"m02368c"
"m02369c"	"m02369"	"leuktrE4"	"C05952"	"HMDB02200"	"CHEBI:15650"	"5280749"	"LMFA03020002"	""	"HC02185"	"leuktrE4"	"MNXM1331;MNXM162503"	"m02369c"
"m02369n"	"m02369"	"leuktrE4"	"C05952"	"HMDB02200"	"CHEBI:15650"	"5280749"	"LMFA03020002"	""	"HC02185"	"leuktrE4"	"MNXM1331;MNXM162503"	"m02369n"
"m02369p"	"m02369"	"leuktrE4"	"C05952"	"HMDB02200"	"CHEBI:15650"	"5280749"	"LMFA03020002"	""	"HC02185"	"leuktrE4"	"MNXM1331;MNXM162503"	"m02369p"
"m02369s"	"m02369"	"leuktrE4"	"C05952"	"HMDB02200"	"CHEBI:15650"	"5280749"	"LMFA03020002"	""	"HC02185"	"leuktrE4"	"MNXM1331;MNXM162503"	"m02369s"
"m02370c"	"m02370"	"leuktrF4"	"C06462"	""	"CHEBI:27491"	"5280938"	""	""	"HC02186"	"leuktrF4"	"MNXM91636"	"m02370c"
"m02370s"	"m02370"	"leuktrF4"	"C06462"	""	"CHEBI:27491"	"5280938"	""	""	"HC02186"	"leuktrF4"	"MNXM91636"	"m02370s"
"m02371c"	"m02371"	"Lfmkynr"	"C02700"	""	"CHEBI:30249"	"910"	""	""	"HC00985"	"Lfmkynr"	"MNXM1288"	"m02371c"
"m02372c"	"m02372"	"fuc1p__L"	"C02985"	""	"CHEBI:28319"	"439871"	""	""	"HC01030"	"fuc1p_L"	"MNXM1727"	"m02372c"
"m02373c"	"m02373"	""	"C01721"	""	"CHEBI:17617"	"6857362"	""	""	"HC00832"	"HC00832"	"MNXM1748"	"m02373c"
"m02374c"	"m02374"	"glu5sa"	"C01165"	""	"CHEBI:17232"	"193305"	""	""	"HC00694"	"glu5sa"	"MNXM245"	"m02374c"
"m02374m"	"m02374"	"glu5sa"	"C01165"	""	"CHEBI:17232"	"193305"	""	""	"HC00694"	"glu5sa"	"MNXM245"	"m02374m"
"m02375c"	"m02375"	""	"C02986"	""	""	""	""	""	""	"M02375"	"MNXM8822"	"m02375c"
"m02376c"	"m02376"	""	"C02282"	""	"CHEBI:29166"	""	""	""	""	"M02376"	"MNXM89810"	"m02376c"
"m02377c"	"m02377"	""	"C02987"	""	"CHEBI:29157"	""	""	""	""	"M02377"	"MNXM89752"	"m02377c"
"m02378c"	"m02378"	"guln__L"	"C00800"	"HMDB03290"	"CHEBI:16154"	"152304"	""	""	""	"guln"	"MNXM1927"	"m02378c"
"m02378r"	"m02378"	"guln__L"	"C00800"	"HMDB03290"	"CHEBI:16154"	"152304"	""	""	""	"guln"	"MNXM1927"	"m02378r"
"m02379c"	"m02379"	"gullac"	"C01040"	"HMDB03466"	"CHEBI:17587"	"439373"	""	""	""	"gullac"	"MNXM928"	"m02379c"
"m02379r"	"m02379"	"gullac"	"C01040"	"HMDB03466"	"CHEBI:17587"	"439373"	""	""	""	"gullac"	"MNXM928"	"m02379r"
"m02380c"	"m02380"	""	"C02988"	""	"CHEBI:29155"	""	""	""	""	"M02380"	"MNXM89831"	"m02380c"
"m02381c"	"m02381"	"pcollg5hlys"	"C16741"	"HMDB00450"	"CHEBI:18040"	"3032849"	""	""	""	"pcollg5hlys"	"MNXM5281"	"m02381c"
"m02382c"	"m02382"	""	""	""	"CHEBI:49713"	""	""	""	""	"M02382"	"MNXM2690"	"m02382c"
"m02382s"	"m02382"	""	""	""	"CHEBI:49713"	""	""	""	""	"M02382"	"MNXM2690"	"m02382s"
"m02383c"	"m02383"	""	"C01507"	"HMDB01363"	"CHEBI:18202"	"5460044"	""	""	""	"C01507"	"MNXM168132;MNXM3633"	"m02383c"
"m02384c"	"m02384"	"idour"	"C06472"	""	"CHEBI:47903"	"8704"	""	""	""	"idour"	"MNXM90841"	"m02384c"
"m02384l"	"m02384"	"idour"	"C06472"	""	"CHEBI:47903"	"8704"	""	""	""	"idour"	"MNXM90841"	"m02384l"
"m02384s"	"m02384"	"idour"	"C06472"	""	"CHEBI:47903"	"8704"	""	""	""	"idour"	"MNXM90841"	"m02384s"
"m02385c"	"m02385"	"lgnc"	"C08320"	"HMDB02003"	"CHEBI:28866"	"11197"	"LMFA01010024"	""	"HC01788"	"lgnc"	"MNXM3297;MNXM8841"	"m02385c"
"m02385l"	"m02385"	"lgnc"	"C08320"	"HMDB02003"	"CHEBI:28866"	"11197"	"LMFA01010024"	""	"HC01788"	"lgnc"	"MNXM3297;MNXM8841"	"m02385l"
"m02385r"	"m02385"	"lgnc"	"C08320"	"HMDB02003"	"CHEBI:28866"	"11197"	"LMFA01010024"	""	"HC01788"	"lgnc"	"MNXM3297;MNXM8841"	"m02385r"
"m02385s"	"m02385"	"lgnc"	"C08320"	"HMDB02003"	"CHEBI:28866"	"11197"	"LMFA01010024"	""	"HC01788"	"lgnc"	"MNXM3297;MNXM8841"	"m02385s"
"m02386c"	"m02386"	"limnen"	"C00521"	"HMDB03375"	"CHEBI:15383"	"439250"	""	""	""	"limnen"	"MNXM956"	"m02386c"
"m02386s"	"m02386"	"limnen"	"C00521"	"HMDB03375"	"CHEBI:15383"	"439250"	""	""	""	"limnen"	"MNXM956"	"m02386s"
"m02387c"	"m02387"	"lnlc"	"C01595"	"HMDB00673"	"CHEBI:17351"	"5280450"	"LMFA01030120"	""	"HC00796"	"lnlc"	"MNXM293"	"m02387c"
"m02387l"	"m02387"	"lnlc"	"C01595"	"HMDB00673"	"CHEBI:17351"	"5280450"	"LMFA01030120"	""	"HC00796"	"lnlc"	"MNXM293"	"m02387l"
"m02387r"	"m02387"	"lnlc"	"C01595"	"HMDB00673"	"CHEBI:17351"	"5280450"	"LMFA01030120"	""	"HC00796"	"lnlc"	"MNXM293"	"m02387r"
"m02387s"	"m02387"	"lnlc"	"C01595"	"HMDB00673"	"CHEBI:17351"	"5280450"	"LMFA01030120"	""	"HC00796"	"lnlc"	"MNXM293"	"m02387s"
"m02388c"	"m02388"	"lnlccrn"	""	""	""	"6450015"	""	""	"HC10855"	"lnlccrn"	"MNXM8847"	"m02388c"
"m02388m"	"m02388"	"lnlccrn"	""	""	""	"6450015"	""	""	"HC10855"	"lnlccrn"	"MNXM8847"	"m02388m"
"m02388r"	"m02388"	"lnlccrn"	""	""	""	"6450015"	""	""	"HC10855"	"lnlccrn"	"MNXM8847"	"m02388r"
"m02389c"	"m02389"	"lnlnca"	"C06427"	"HMDB01388"	"CHEBI:27432"	"5280934"	"LMFA01030152"	""	"HC01758"	"lnlnca"	"MNXM794"	"m02389c"
"m02389l"	"m02389"	"lnlnca"	"C06427"	"HMDB01388"	"CHEBI:27432"	"5280934"	"LMFA01030152"	""	"HC01758"	"lnlnca"	"MNXM794"	"m02389l"
"m02389r"	"m02389"	"lnlnca"	"C06427"	"HMDB01388"	"CHEBI:27432"	"5280934"	"LMFA01030152"	""	"HC01758"	"lnlnca"	"MNXM794"	"m02389r"
"m02389s"	"m02389"	"lnlnca"	"C06427"	"HMDB01388"	"CHEBI:27432"	"5280934"	"LMFA01030152"	""	"HC01758"	"lnlnca"	"MNXM794"	"m02389s"
"m02390c"	"m02390"	"lnlncacoa"	"C16162"	"HMDB06290"	"CHEBI:51985"	"53477815"	"LMFA07050045"	""	"HC01984"	"lnlncacoa"	"MNXM994"	"m02390c"
"m02390m"	"m02390"	"lnlncacoa"	"C16162"	"HMDB06290"	"CHEBI:51985"	"53477815"	"LMFA07050045"	""	"HC01984"	"lnlncacoa"	"MNXM994"	"m02390m"
"m02390r"	"m02390"	"lnlncacoa"	"C16162"	"HMDB06290"	"CHEBI:51985"	"53477815"	"LMFA07050045"	""	"HC01984"	"lnlncacoa"	"MNXM994"	"m02390r"
"m02391c"	"m02391"	"lnlccoa"	"C02050"	"HMDB01064"	"CHEBI:15530"	"5462164"	"LMFA07050035"	""	"HC01983"	"lnlccoa"	"MNXM638"	"m02391c"
"m02391m"	"m02391"	"lnlccoa"	"C02050"	"HMDB01064"	"CHEBI:15530"	"5462164"	"LMFA07050035"	""	"HC01983"	"lnlccoa"	"MNXM638"	"m02391m"
"m02391p"	"m02391"	"lnlccoa"	"C02050"	"HMDB01064"	"CHEBI:15530"	"5462164"	"LMFA07050035"	""	"HC01983"	"lnlccoa"	"MNXM638"	"m02391p"
"m02391r"	"m02391"	"lnlccoa"	"C02050"	"HMDB01064"	"CHEBI:15530"	"5462164"	"LMFA07050035"	""	"HC01983"	"lnlccoa"	"MNXM638"	"m02391r"
"m02392c"	"m02392"	""	""	""	""	""	""	""	""	"M02392"	""	"m02392c"
"m02393m"	"m02393"	"lpam"	"C00248"	""	""	"863"	"LMFA08010006"	""	"HC00225"	"lpam"	"MNXM1024"	"m02393m"
"m02394c"	"m02394"	"lipoate"	"C00725"	"HMDB01451"	"CHEBI:30314"	"6112"	"LMFA01130001"	""	""	"lipoate"	"MNXM1484"	"m02394c"
"m02394s"	"m02394"	"lipoate"	"C00725"	"HMDB01451"	"CHEBI:30314"	"6112"	"LMFA01130001"	""	""	"lipoate"	"MNXM1484"	"m02394s"
"m02395c"	"m02395"	""	"C06314"	"HMDB04385"	"CHEBI:6498"	"5280914"	"LMFA03040001"	""	""	"C06314"	"MNXM12129"	"m02395c"
"m02395n"	"m02395"	""	"C06314"	"HMDB04385"	"CHEBI:6498"	"5280914"	"LMFA03040001"	""	""	"C06314"	"MNXM12129"	"m02395n"
"m02395p"	"m02395"	""	"C06314"	"HMDB04385"	"CHEBI:6498"	"5280914"	"LMFA03040001"	""	""	"C06314"	"MNXM12129"	"m02395p"
"m02395r"	"m02395"	""	"C06314"	"HMDB04385"	"CHEBI:6498"	"5280914"	"LMFA03040001"	""	""	"C06314"	"MNXM12129"	"m02395r"
"m02396c"	"m02396"	""	"C06315"	"HMDB05082"	"CHEBI:6499"	"5280915"	"LMFA03040002"	""	""	"C06315"	"MNXM12130"	"m02396c"
"m02396n"	"m02396"	""	"C06315"	"HMDB05082"	"CHEBI:6499"	"5280915"	"LMFA03040002"	""	""	"C06315"	"MNXM12130"	"m02396n"
"m02396p"	"m02396"	""	"C06315"	"HMDB05082"	"CHEBI:6499"	"5280915"	"LMFA03040002"	""	""	"C06315"	"MNXM12130"	"m02396p"
"m02396r"	"m02396"	""	"C06315"	"HMDB05082"	"CHEBI:6499"	"5280915"	"LMFA03040002"	""	""	"C06315"	"MNXM12130"	"m02396r"
"m02397c"	"m02397"	""	"C16239"	""	""	""	""	""	""	"M02397"	"MNXM19093"	"m02397c"
"m02398c"	"m02398"	""	"C16238"	""	""	"23724672"	""	"CE5656"	""	"CE5656"	"MNXM2392"	"m02398c"
"m02399c"	"m02399"	""	""	""	""	"53481572"	""	"CE2102"	""	"CE2102"	"MNXM60228"	"m02399c"
"m02400m"	"m02400"	"lpro"	"C02051"	""	"CHEBI:15804"	""	""	""	""	"lpro"	"MNXM998"	"m02400m"
"m02401c"	"m02401"	""	"C03127"	""	"CHEBI:29160"	""	""	""	""	"M02401"	"MNXM89832"	"m02401c"
"m02402c"	"m02402"	""	"C03990"	"HMDB00761"	"CHEBI:16325"	"11740284"	"LMST04010003"	""	"HC02191"	"HC02191"	"MNXM886"	"m02402c"
"m02402p"	"m02402"	""	"C03990"	"HMDB00761"	"CHEBI:16325"	"11740284"	"LMST04010003"	""	"HC02191"	"HC02191"	"MNXM886"	"m02402p"
"m02402r"	"m02402"	""	"C03990"	"HMDB00761"	"CHEBI:16325"	"11740284"	"LMST04010003"	""	"HC02191"	"HC02191"	"MNXM886"	"m02402r"
"m02402s"	"m02402"	""	"C03990"	"HMDB00761"	"CHEBI:16325"	"11740284"	"LMST04010003"	""	"HC02191"	"HC02191"	"MNXM886"	"m02402s"
"m02403c"	"m02403"	"lac__L"	"C00186"	"HMDB00190"	"CHEBI:422"	"107689"	""	""	"HC00177"	"lac_L"	"MNXM179;MNXM3041"	"m02403c"
"m02403m"	"m02403"	"lac__L"	"C00186"	"HMDB00190"	"CHEBI:422"	"107689"	""	""	"HC00177"	"lac_L"	"MNXM179;MNXM3041"	"m02403m"
"m02403p"	"m02403"	"lac__L"	"C00186"	"HMDB00190"	"CHEBI:422"	"107689"	""	""	"HC00177"	"lac_L"	"MNXM179;MNXM3041"	"m02403p"
"m02403s"	"m02403"	"lac__L"	"C00186"	"HMDB00190"	"CHEBI:422"	"107689"	""	""	"HC00177"	"lac_L"	"MNXM179;MNXM3041"	"m02403s"
"m02404c"	"m02404"	""	"C02047"	""	"CHEBI:16624"	""	""	""	""	"M02404"	"MNXM697"	"m02404c"
"m02405c"	"m02405"	""	"C01931"	""	"CHEBI:16047"	""	""	""	""	"M02405"	"MNXM89922"	"m02405c"
"m02406c"	"m02406"	"lyxnt"	"C05412"	""	""	"644110"	""	""	""	"lyxnt"	"MNXM59473;MNXM92421"	"m02406c"
"m02407c"	"m02407"	"mepi"	"C05588"	"HMDB04063"	"CHEBI:144365"	"21100"	""	""	""	"mepi"	"MNXM3659;MNXM91238"	"m02407c"
"m02407s"	"m02407"	"mepi"	"C05588"	"HMDB04063"	"CHEBI:144365"	"21100"	""	""	""	"mepi"	"MNXM3659;MNXM91238"	"m02407s"
"m02408c"	"m02408"	""	"C02430"	""	"CHEBI:16635"	""	""	""	""	"M02408"	"MNXM90636"	"m02408c"
"m02409c"	"m02409"	""	"C02838"	"HMDB00791"	"CHEBI:18102"	"11953814"	"LMFA07070002"	""	"HC01007"	"c8crn"	"MNXM162768;MNXM4211"	"m02409c"
"m02409m"	"m02409"	""	"C02838"	"HMDB00791"	"CHEBI:18102"	"11953814"	"LMFA07070002"	""	"HC01007"	"c8crn"	"MNXM162768;MNXM4211"	"m02409m"
"m02409p"	"m02409"	""	"C02838"	"HMDB00791"	"CHEBI:18102"	"11953814"	"LMFA07070002"	""	"HC01007"	"c8crn"	"MNXM162768;MNXM4211"	"m02409p"
"m02410c"	"m02410"	""	""	""	""	""	""	""	"HC02147"	""	"MNXM65475"	"m02410c"
"m02410m"	"m02410"	""	""	""	""	""	""	""	"HC02147"	""	"MNXM65475"	"m02410m"
"m02410r"	"m02410"	""	""	""	""	""	""	""	"HC02147"	""	"MNXM65475"	"m02410r"
"m02411c"	"m02411"	"pmtcrn"	"C02990"	"HMDB00222"	"CHEBI:17490"	"11953816"	"LMFA07070004"	""	"HC01034"	"pmtcrn"	"MNXM162587;MNXM787"	"m02411c"
